iter	Logloss
375	0.1297311942
376	0.129294761
377	0.1288788954
378	0.1284466028
379	0.1281856696
380	0.127852265
381	0.1276290258
382	0.1271983941
383	0.1267090003
384	0.1262574514
385	0.1259694417
386	0.1255969763
387	0.1252873818
388	0.1249851306
389	0.1247006575
390	0.1244206429
391	0.1240165154
392	0.1236993074
393	0.1232839346
394	0.1229700645
395	0.1226783752
396	0.1222997348
397	0.1218087196
398	0.121266826
399	0.1209003925
400	0.120502313
401	0.1201963663
402	0.1198628187
403	0.1194694042
404	0.1191014051
405	0.1187081655
406	0.1183891376
407	0.1179817994
408	0.1176994165
409	0.1173871517
410	0.1169888258
411	0.1165975173
412	0.1161411285
413	0.115857633
414	0.1156400998
415	0.1152687073
416	0.1148944537
417	0.1144734144
418	0.1141873995
419	0.1138345718
420	0.1135875861
421	0.1131478628
422	0.112859122
423	0.1126416524
424	0.1122395356
425	0.1119028409
426	0.1116812388
427	0.1114292463
428	0.110931166
429	0.1106585185
430	0.1102093061
431	0.1098630826
432	0.1095200062
433	0.1092763424
434	0.1090200345
435	0.108709232
436	0.1083875338
437	0.1081429323
438	0.1077984889
439	0.1075465918
440	0.1073838234
441	0.107180961
442	0.106915466
443	0.1066434622
444	0.1063240051
445	0.1059841315
446	0.1057429949
447	0.1054111401
448	0.1051466783
449	0.1048329989
450	0.1044655164
451	0.1042077859
452	0.1039527098
453	0.1035921892
454	0.1033590158
455	0.1030835549
456	0.1028236548
457	0.1025767803
458	0.1023271402
459	0.1020676692
460	0.101865689
461	0.1015137037
462	0.1011561712
463	0.1008128802
464	0.1005536318
465	0.1002959967
466	0.1000013828
467	0.09965936343
468	0.09936319987
469	0.09916334947
470	0.09888448715
471	0.09864651362
472	0.09831585884
473	0.09799267451
474	0.0977520148
475	0.0975657781
476	0.09737989108
477	0.09719039599
478	0.09689288139
479	0.09670571486
480	0.09646472136
481	0.09627253215
482	0.09588367144
483	0.09556028843
484	0.0953234911
485	0.09503026803
486	0.09471391042
487	0.09448860486
488	0.09422206084
489	0.09398148855
490	0.09373706182
491	0.09352125327
492	0.09322745005
493	0.09299491247
494	0.09272108078
495	0.09246199926
496	0.09219594002
497	0.09190224012
498	0.09167904059
499	0.09150780042
500	0.09116876125
501	0.09089272817
502	0.09067803224
503	0.09045976003
504	0.09021598498
505	0.09000136058
506	0.08975776037
507	0.08960409164
508	0.08939142227
509	0.08914575577
510	0.08887049357
511	0.08869063854
512	0.08847932816
513	0.08825941086
514	0.0880847772
515	0.08789058526
516	0.08770771027
517	0.08749899864
518	0.08729446729
519	0.08710014025
520	0.08689952691
521	0.08662099838
522	0.08635749817
523	0.08604565461
524	0.08589822451
525	0.08570644855
526	0.08546997706
527	0.08527226448
528	0.08510169983
529	0.08490037918
530	0.08472057978
531	0.08455646833
532	0.08429514567
533	0.08416700363
534	0.08402043184
535	0.0838426431
536	0.08353734811
537	0.08330672582
538	0.08306438923
539	0.08285695712
540	0.0826647679
541	0.08242529233
542	0.08216818174
543	0.08202007612
544	0.08187218507
545	0.08170397282
546	0.08151348432
547	0.0813436985
548	0.08117157618
549	0.08100868861
550	0.08076204459
551	0.08055145741
552	0.0803475221
553	0.08014237086
554	0.07992458344
555	0.07967478434
556	0.0794431289
557	0.07917457422
558	0.07898842494
559	0.07882084846
560	0.07865896225
561	0.07850304445
562	0.07829539776
563	0.07806932131
564	0.07787505786
565	0.07759946187
566	0.07742989858
567	0.07725259463
568	0.07708656788
569	0.07691030502
570	0.07679307461
571	0.07650225957
572	0.07626916567
573	0.07609348297
574	0.07590605418
575	0.0757774512
576	0.07562969526
577	0.0754572312
578	0.07530079683
579	0.07505152225
580	0.07478613853
581	0.07460429668
582	0.07445898056
583	0.07434704304
584	0.07421212991
585	0.07407162984
586	0.07392514547
587	0.07379525503
588	0.07363449732
589	0.07347935041
590	0.07329512437
591	0.07316824595
592	0.07304952939
593	0.07289895217
594	0.07264173031
595	0.07246035735
596	0.07228755951
597	0.07210677465
598	0.07199372451
599	0.07186295191
600	0.07164379756
601	0.07146776517
602	0.07133364677
603	0.07117408117
604	0.07100281715
605	0.070789512
606	0.07062989076
607	0.07035330137
608	0.07023165226
609	0.07009082635
610	0.06997550329
611	0.06980295976
612	0.06961660385
613	0.06943720182
614	0.06930359205
615	0.06919264793
616	0.06899849574
617	0.06888744036
618	0.06874690056
619	0.06859091123
620	0.06846570969
621	0.06829543114
622	0.06818092664
623	0.06802899837
624	0.06783041954
625	0.06770687898
626	0.06751753489
627	0.06736127536
628	0.06725286643
629	0.06715373993
630	0.06699347496
631	0.06680358251
632	0.06668523153
633	0.06655112108
634	0.06641306877
635	0.06625934045
636	0.06611558994
637	0.06594956716
638	0.06581332684
639	0.0656624039
640	0.06552722454
641	0.0654061238
642	0.06523526907
643	0.06513045629
644	0.06500681639
645	0.06477398475
646	0.06461320718
647	0.06450659434
648	0.06431803306
649	0.06418229342
650	0.0639806668
651	0.06387254397
652	0.06375323534
653	0.06363445123
654	0.06348820527
655	0.06338610252
656	0.06310562293
657	0.06293105284
658	0.06283404032
659	0.06269938946
660	0.06259447734
661	0.06249314944
662	0.06233676275
663	0.06216572523
664	0.06208198468
665	0.06192706029
666	0.06176456213
667	0.06163456837
668	0.06151414712
669	0.0613928318
670	0.06124912898
671	0.0610701402
672	0.06095600526
673	0.06087032159
674	0.06077451309
675	0.0606700023
676	0.06055312951
677	0.06038373709
678	0.06023964485
679	0.0601096034
680	0.06000277996
681	0.05988491376
682	0.0597527345
683	0.05962348779
684	0.05944612821
685	0.05934292873
686	0.05925391515
687	0.05916181405
688	0.05905206203
689	0.05897931655
690	0.05886195103
691	0.05875209173
692	0.0586889863
693	0.0585056146
694	0.05840617816
695	0.05830165943
696	0.05815445979
697	0.05802569389
698	0.05787677765
699	0.05775837104
700	0.0576473554
701	0.05749629339
702	0.05737280448
703	0.05726204713
704	0.05714507898
705	0.05699096521
706	0.05691695213
707	0.05680490732
708	0.05675014655
709	0.05665799379
710	0.05649170876
711	0.05630788803
712	0.05619680087
713	0.0560929815
714	0.05600626469
715	0.05594013532
716	0.0558425347
717	0.05574748516
718	0.05560371876
719	0.05549571911
720	0.05538953145
721	0.05526833137
722	0.0552186807
723	0.05512215296
724	0.05505175591
725	0.0549426198
726	0.05484111309
727	0.05476084153
728	0.05469212135
729	0.05457661947
730	0.05443480015
731	0.05434340636
732	0.05421221256
733	0.05407950878
734	0.05399131378
735	0.05389906565
736	0.05376394192
737	0.05368751287
738	0.05357911587
739	0.05348302921
740	0.05337160031
741	0.05326871872
742	0.05311333338
743	0.05300622384
744	0.0529189229
745	0.05282268127
746	0.05271697044
747	0.05265395244
748	0.05257915258
749	0.05247145494
750	0.05240302086
751	0.05231488546
752	0.05220326583
753	0.05210972627
754	0.05199137529
755	0.05193018119
756	0.05183752775
757	0.05174948374
758	0.05159095923
759	0.05148675442
760	0.05136156082
761	0.05126183828
762	0.0511616389
763	0.05107527574
764	0.05092506409
765	0.05084846417
766	0.05072652499
767	0.0506043752
768	0.05050640106
769	0.05037591457
770	0.05029122035
771	0.05021556218
772	0.0501519839
773	0.05007027785
774	0.04999432166
775	0.04991062482
776	0.04978278081
777	0.04972640673
778	0.04962242047
779	0.04955686331
780	0.04944726626
781	0.04936137994
782	0.04929344654
783	0.04918943246
784	0.04909756184
785	0.04903373718
786	0.04892120361
787	0.0488350153
788	0.04876372019
789	0.0486623923
790	0.0485502402
791	0.04845254421
792	0.04835268259
793	0.04828183651
794	0.04816511472
795	0.04808504581
796	0.04796760082
797	0.04787519773
798	0.04777919451
799	0.04769090017
800	0.04758223693
801	0.04751670758
802	0.04740725358
803	0.04733020465
804	0.04725996653
805	0.04716987212
806	0.04706511497
807	0.0469824632
808	0.04687527418
809	0.04681140582
810	0.04674799442
811	0.04669087728
812	0.04659672578
813	0.04652576447
814	0.04643570979
815	0.04633524418
816	0.04625662565
817	0.04614712397
818	0.04607796669
819	0.04599148035
820	0.04595742226
821	0.04588098129
822	0.04581037362
823	0.04571435452
824	0.04563188155
825	0.04556855758
826	0.04547154903
827	0.04538768133
828	0.04531770547
829	0.04524641832
830	0.04518712759
831	0.04509776831
832	0.04500373999
833	0.04492875338
834	0.04486396313
835	0.04476636251
836	0.04469290177
837	0.04461561044
838	0.0445092996
839	0.04442644119
840	0.04437650839
841	0.04429486593
842	0.04422874451
843	0.04414055745
844	0.04404287338
845	0.04393891096
846	0.04384640853
847	0.04376643499
848	0.0436992685
849	0.04361260732
850	0.04352331956
851	0.04345086416
852	0.04338200887
853	0.04330548445
854	0.04326578379
855	0.0431784153
856	0.04311261972
857	0.04303696553
858	0.04300069014
859	0.0429087321
860	0.04283392827
861	0.04276951154
862	0.04270002842
863	0.04261954228
864	0.04258129199
865	0.0425116539
866	0.04239246051
867	0.04229985476
868	0.04223165909
869	0.04217946132
870	0.04210027854
871	0.04203272263
872	0.04195562601
873	0.04189435244
874	0.04180898666
875	0.04171865781
876	0.04164720376
877	0.04159230391
878	0.04152862231
879	0.04145876567
880	0.04139221509
881	0.04134414991
882	0.04126060804
883	0.04119355679
884	0.04105340242
885	0.04098461866
886	0.04091921647
887	0.04085359176
888	0.0407845815
889	0.04071366787
890	0.04065827529
891	0.0405853947
892	0.04054036935
893	0.04049460093
894	0.04042857488
895	0.04034632047
896	0.04025124709
897	0.04022006989
898	0.04015773137
899	0.04010450045
900	0.04004074335
901	0.03998432159
902	0.0399034818
903	0.03978655338
904	0.03970701694
905	0.03961844047
906	0.03954989513
907	0.0394838651
908	0.03939392964
909	0.03934621811
910	0.03930711746
911	0.0392231822
912	0.03914702733
913	0.03908960025
914	0.03902983665
915	0.03896520933
916	0.03890567621
917	0.03884869814
918	0.03876395226
919	0.03870267471
920	0.03865025838
921	0.03858558734
922	0.03852646351
923	0.03845644792
924	0.03838448524
925	0.0383122166
926	0.03826083342
927	0.03819599152
928	0.0381448547
929	0.03808139165
930	0.03800108433
931	0.0379545927
932	0.03788166841
933	0.03781630993
934	0.0377563715
935	0.03771135807
936	0.03764663537
937	0.03755439917
938	0.03752332528
939	0.03744672139
940	0.03739999135
941	0.03729512294
942	0.03721670707
943	0.03715976874
944	0.0370845437
945	0.03702309132
946	0.03694929679
947	0.03687695265
948	0.03684295019
949	0.03680928548
950	0.03676749468
951	0.03671007156
952	0.03666442235
953	0.03659625848
954	0.03653515975
955	0.03648579518
956	0.03641819954
957	0.03633147081
958	0.03626060486
959	0.03620158037
960	0.03614979188
961	0.03608397643
962	0.03601943652
963	0.03594864209
964	0.03590395848
965	0.0358528614
966	0.03579040766
967	0.03571202358
968	0.03566613197
969	0.03559858799
970	0.03554460605
971	0.03547605673
972	0.03542104165
973	0.03537143866
974	0.03531727791
975	0.03528178136
976	0.03520409266
977	0.03515674671
978	0.03510318995
979	0.0350590229
980	0.03499675592
981	0.03494120439
982	0.03489505847
983	0.03484654824
984	0.03478670915
985	0.03471721411
986	0.03466775417
987	0.03460841576
988	0.03453790744
989	0.03449107011
990	0.03443361123
991	0.03440008561
992	0.03432060877
993	0.03424949646
994	0.03420201143
995	0.03414509296
996	0.03410284519
997	0.03404000998
998	0.03399855296
999	0.03393113613
